"id","external_id","details","city","zip","website","street","state","email","created_at","updated_at","phone_1","phone_type_1","phone_2","phone_type_2","phone_3","phone_type_3","phone_4","phone_type_4","phone_5","phone_type_5","phone_6","phone_type_6","phone_7","phone_type_7","phone_8","phone_type_8","company_name"
369,"2342","3225 Sartelon St.
Montreal, PQ H4R 1E8
Canada
Website: www.hagen.com
Personnel
Program Contact
Terry Newhook Prunier (Co-op Mgr.)
Phone: (514) 697-8510 x101
Fax: (514) 335-0165","Montreal","H4R 1E8","www.hagen.com","3225 Sartelon St.
||Canada","PQ","","2009-05-18 17:46:55","2009-05-18 17:48:23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rolf C. Hagen, Inc."
370,"2306","665 State Hwy. 23
Wayne, NJ 07470
Fax: (973) 694-7287
Claim Fax: (973) 694-7287
Website: www.repeatotype.com
Personnel
Program Contact
Michael Kean (V.P.)
Phone: (973) 696-3330","Wayne","07470","www.repeatotype.com","665 State Hwy. 23","NJ","","2009-05-18 17:46:55","2009-05-18 17:48:25","(973) 694-7287","Fax","(973) 694-7287","Claim Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Repeat-O-Type Mfg. Corp."
371,"2321","5 Dedrick Pl.
West Caldwell, NJ 07006
Fax: (973) 882-5206
Website: www.ricoh-usa.com
Personnel
Program Contact
Marge Sadlock
Phone: (973) 882-2125
Phone: (973) 882-2000","West Caldwell","07006","www.ricoh-usa.com","5 Dedrick Pl.","NJ","","2009-05-18 17:46:55","2009-05-18 17:48:25","(973) 882-5206","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ricoh Corp."
372,"2350","P.O. Box 249
371 North Ave.
New Rochelle, NY 10801
Fax: (914) 235-5328
Personnel
Program Contact
Jeanie Mancuso (Administrator-Co-op)
Phone: (914) 235-5300
Toll Free: (800) 431-5500","New Rochelle","10801","","P.O. Box 249
||371 North Ave.
||Personnel
||Program Contact
||Jeanie Mancuso (Administrator-Co-op)
||","NY","","2009-05-18 17:46:55","2009-05-18 17:48:25","(914) 235-5328","Fax","(914) 235-5300","Phone","(800) 431-5500","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Roxide Intl."
373,"2307","155 Republic Ave.
McKenzie, TN 38201
Fax: (731) 352-2556
Toll Free: (800) 733-3667
Website: www.republicdoor.com
Personnel
Program Contact
Ellen Nunnery (Coord.-Co-op Adv.)
Phone: (731) 352-3383","McKenzie","38201","www.republicdoor.com","155 Republic Ave.","TN","","2009-05-18 17:46:55","2009-05-18 17:48:25","(731) 352-2556","Fax","(800) 733-3667","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Republic Builders Products"
374,"2322","P.O. Box 6976
4901 Stickney Ave.
Toledo, OH 42612
Fax: (419) 729-3911
Toll Free: (800) 292-9744
Website: www.rikerprod.com
Personnel
Program Contact
Dale Chase
Phone: (419) 729-1626
Toll Free: (800) 292-9744","Toledo","42612","www.rikerprod.com","P.O. Box 6976
||4901 Stickney Ave.","OH","","2009-05-18 17:46:55","2009-05-18 17:48:25","(419) 729-3911","Fax","(800) 292-9744","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Riker Products"
375,"2333","300 Manley St.
Brockton, MA 02303
Fax: (508) 513-3013
Personnel
Program Contact
Hans Westland (Dir.-Mktg. & Sls.)
Phone: (508) 513-3000","Brockton","02303","","300 Manley St.
||Personnel
||Program Contact
||Hans Westland (Dir.-Mktg. & Sls.)
||","MA","","2009-05-18 17:46:55","2009-05-18 17:48:25","(508) 513-3013","Fax","(508) 513-3000","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Robert Scott & David Brooks"
376,"2344","2 Baccarat Crescent
Brampton, ON L7A 1KB
Canada
Personnel
Program Contact
Dave Sprunt (V.P., Sls.)
Phone: (905) 840-7727
Fax: (905) 804-6001","Brampton","L7A 1KB","","2 Baccarat Crescent
||Canada
||Personnel
||Program Contact
||Dave Sprunt (V.P., Sls.)
||","ON","","2009-05-18 17:46:55","2009-05-18 17:48:25","(905) 840-7727","Phone","(905) 804-6001","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LA Darling"
377,"2351","7005 Cochran Rd.
Glenwillow, OH 44139
Fax: (440) 519-3839
Personnel
Program Contact
Katalin Zsiga (Coord.-Co-op)
Phone: (440) 996-2000
Phone: (440) 519-2187
Toll Free: (888) 321-1134","Glenwillow","44139","","7005 Cochran Rd.
||Personnel
||Program Contact
||Katalin Zsiga (Coord.-Co-op)
||","OH","","2009-05-18 17:46:55","2009-05-18 17:48:25","(440) 519-3839","Fax","(440) 996-2000","Phone","(440) 519-2187","Phone","(888) 321-1134","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Royal Appliance Mfg. Co."
378,"2291","4175 Webb St.
Pryor, OK 74361
 
Mailing Address
Attention :
211-3 Rte 3
Pryor, OK 74361
Fax: (908) 825-5761
Phone: (908) 825-5744
Toll Free: (800) 423-3845
Website: www.reddevil.com
Personnel
Program Contact
Pearl Lee (Co-op Contact)
Phone: (918) 825-5744 x3008","Pryor","74361","www.reddevil.com","4175 Webb St.
|| 
||Mailing Address
||Attention :
||211-3 Rte 3","OK","","2009-05-18 17:46:55","2009-05-18 17:48:25","(908) 825-5761","Fax","(908) 825-5744","Phone","(800) 423-3845","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Red Devil, Inc."
379,"2323","103 International Dr.
Peachtree City, GA 30269-1911
Toll Free: (800) 621-9419
Website: www.rinnai.com
Personnel
Program Contact
Ervin Cash (Co-op Coord.)
Phone: (706) 884-6070","Peachtree City","30269-1911","www.rinnai.com","103 International Dr.","GA","","2009-05-18 17:46:55","2009-05-18 17:48:25","(800) 621-9419","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rinnai Corp."
380,"2292","491 Hwy. 19
Red Wing, MN 55066
Fax: (651) 388-7950
Phone: (651) 388-1106
Website: www.redwingsoftware.com
Personnel
Program Contact
Kristi Perry
Toll Free: (800) 318-4250","Red Wing","55066","www.redwingsoftware.com","491 Hwy. 19","MN","","2009-05-18 17:46:55","2009-05-18 17:48:25","(651) 388-7950","Fax","(651) 388-1106","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Red Wing Software"
381,"2293","River Front Centre, 314 Main St.
Red Wing, MN 55066
 
Ad Aid Reimbursement Address
Attention :
Customer Service
Fax: (651) 385-0897
Phone: (651) 388-8211
Fax: (800) 423-7463
Website: www.redwingshoe.com
Personnel
Program Contact
Elaine McDonnell (Mgr.-Trade Channel Promo.)
Phone: (651) 385-1244
Toll Free: (800) 538-5647
Email: elaine.mcdonnell@redwingshoe.com
 
Michele  Just (Coord.-Trade Channel Promo.)
Phone: (651) 385-1373
Email: michele.just@redwingshoe.com","Red Wing","55066","www.redwingshoe.com","||Ad Aid Reimbursement Address
||Attention :
||Customer Service","MN","","2009-05-18 17:46:55","2009-05-18 17:48:25","(651) 385-0897","Fax","(651) 388-8211","Phone","(800) 423-7463","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Red Wing Shoe Company"
382,"2325","P.O. Box 730
120 S. Main
Conrad, IA 50621
Fax: (641) 366-2551
Phone: (641) 366-2525
Website: www.ritchiefount.com
Email: info@ritchiefount.com
Personnel
Program Contact
Cheryl Miller (Customer Svc.)
Phone: (641) 366-2525
Toll Free: (800) 747-0222","Conrad","50621","www.ritchiefount.com","P.O. Box 730
||120 S. Main","IA","","2009-05-18 17:46:55","2009-05-18 17:48:25","(641) 366-2551","Fax","(641) 366-2525","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ritchie Industries"
383,"2354","1265 Glen Ave.
Moorestown, NJ 08057-0912
Phone: (856) 866-0272
Phone: (856) 234-7984
Personnel
Program Contact
Jeff Romano (V.P.-Fin.)
Phone: (856) 866-2900 x217","Moorestown","08057-0912","","1265 Glen Ave.
||Personnel
||Program Contact
||Jeff Romano (V.P.-Fin.)
||","NJ","","2009-05-18 17:46:55","2009-05-18 17:48:25","(856) 866-0272","Phone","(856) 234-7984","Phone","(856) 866-2900 x217","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Royal China"
384,"2300","175A 9th Ave.
Runnemede, NJ 08078
Fax: (856) 939-6655
Toll Free: (800) 521-5294
Website: www.reilor.biz
Personnel
Program Contact
Dawn Talvalchio (V.P.-Sls.)
Phone: (856) 939-5155
 
Stacy Davis (Mktg. & Traffic Mgr.)
Toll Free: (800) 826-5527","Runnemede","08078","www.reilor.biz","175A 9th Ave.","NJ","","2009-05-18 17:46:55","2009-05-18 17:48:26","(856) 939-6655","Fax","(800) 521-5294","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Reilor, Inc."
385,"2337","1883 Hwy. 93 S.
Hamilton, MT 59840
Fax: (406) 363-2109
Website: www.rmlh.com
Personnel
Chris Spiker
 
Program Contact
Bob Tusky","Hamilton","59840","www.rmlh.com","1883 Hwy. 93 S.","MT","","2009-05-18 17:46:55","2009-05-18 17:48:26","(406) 363-2109","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rocky Mountain Log Homes"
386,"2301","3321 Magnum Dr.
Elkhart, IN 46515
Fax: (574) 296-0147
Phone: (574) 296-0000
Website: www.philrpsproducts.com
Personnel
Lisa Green (Asst. Admin.-Warranty)
 
Program Contact
John Joder (Mktg.)","Elkhart","46515","www.philrpsproducts.com","3321 Magnum Dr.","IN","","2009-05-18 17:46:55","2009-05-18 17:48:26","(574) 296-0147","Fax","(574) 296-0000","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Philips Products Inc."
387,"2338","39 E. Canal St.
Nelsonville, OH 45764
Fax: (740) 753-4024
Website: www.rockyboots.com
Personnel
Program Contact
Susan Lachman (Co-op Coord.)
Phone: (740) 753-1951","Nelsonville","45764","www.rockyboots.com","39 E. Canal St.","OH","","2009-05-18 17:46:55","2009-05-18 17:48:26","(740) 753-4024","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rocky Shoes & Boots, Inc."
388,"3725","1940 Lunt Ave.
Elk Grove Village, IL 60007
Fax: (847) 572-0675
Phone: (847) 640-4732
Toll Free: (888) 553-6789
Email: info@customaccents.com
Website: www.customaccents.com
Personnel
Program Contact
Dave Phillips","Elk Grove Village","60007","www.customaccents.com","1940 Lunt Ave.","IL","info@customaccents.com","2009-05-18 17:46:55","2009-05-18 17:48:26","(847) 572-0675","Fax","(847) 640-4732","Phone","(888) 553-6789","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Custom Accents"
389,"3693","P.O. Box
1914 Randolph Dr.
Bryan, OH 43506-0607
Fax: (419) 636-2640
Email: bard@bardhvac.com
Website: www.bardhvac.com","Bryan","43506-0607","www.bardhvac.com","P.O. Box
||1914 Randolph Dr.","OH","bard@bardhvac.com","2009-05-18 17:46:55","2009-05-18 17:48:26","(419) 636-2640","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bard Manufacturing"
390,"3700","4605 E. 355th
Willoughby, OH 44094
Fax: (440) 951-4015
Phone: (440) 946-3200
Website: www.budind.com
Email: saleseast@budind.com
Personnel
Program Contact
Josiah Haas","Willoughby","44094","www.budind.com","4605 E. 355th","OH","","2009-05-18 17:46:55","2009-05-18 17:48:26","(440) 951-4015","Fax","(440) 946-3200","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bud Industries"
391,"3695","2126 W. Landstreet Rd., Ste. 300
Orlando, FL 32809
Personnel
Program Contact
Shannon Kidd (Supvr.-Mktg.)
Phone: (800) 284-1416 x211
Email: shannon.kidd@barniescoffee.com","Orlando","32809","","Personnel
||Program Contact
||Shannon Kidd (Supvr.-Mktg.)
||","FL","shannon.kidd@barniescoffee.com","2009-05-18 17:46:55","2009-05-18 17:48:26","(800) 284-1416 x211","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Barnie's Coffee & Tea Company"
392,"3702","100 Production Dr.
Harrison, OH 45030
Fax: (513) 367-3176
Personnel
Program Contact
John Brown (Dir.-Mktg.)
Phone: (513) 367-4811","Harrison","45030","","100 Production Dr.
||Personnel
||Program Contact
||John Brown (Dir.-Mktg.)
||","OH","","2009-05-18 17:46:55","2009-05-18 17:48:26","(513) 367-3176","Fax","(513) 367-4811","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Campbell Group"
393,"3728","One Busch Pl.
Saint Louis, MO 63118-1852
Fax: (314) 577-7952
Phone: (314) 577-2000
Toll Free: (800) 342-5283
Website: www.anheuser-busch.com
Personnel
Tony Ponturo (Adv.Mgr.)
 
Mike Owens (V.P.-Sls.)
 
Program Contact
David A. Peacock (V.P.-Mktg.)
Phone: (314) 577-2000","Saint Louis","63118-1852","www.anheuser-busch.com","One Busch Pl.","MO","","2009-05-18 17:46:55","2009-05-18 17:48:26","(314) 577-7952","Fax","(314) 577-2000","Phone","(800) 342-5283","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anheuser-Busch Inc."
394,"3739","Heinz North America
357 Sixth Ave.
Pittsburgh, PA 15222-2530
Fax: (412) 237-4365
Website: www.heinz.com
Personnel
Program Contact
Maryanne Findley (Co-op. Mgr.)
Phone: (412) 237-5757","Pittsburgh","15222-2530","www.heinz.com","Heinz North America
||357 Sixth Ave.","PA","","2009-05-18 17:46:55","2009-05-18 17:48:26","(412) 237-4365","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Heinz"
395,"3703","400 Fresno Ave.
Stockton, CA 95203
Fax: (209) 944-9072
Email: sales@calcedar.com
Website: www.calcedar.com
Personnel
Program Contact
Paula Sullivan","Stockton","95203","www.calcedar.com","400 Fresno Ave.","CA","sales@calcedar.com","2009-05-18 17:46:55","2009-05-18 17:48:26","(209) 944-9072","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"California Cedar"
396,"3718","800 Highland Dr.
Westampton, NJ 08060
Fax: (609) 261-4853
Toll Free: (800) 523-6454
Website: www.pariscorp.com
Personnel
Program Contact
Christine Trebony (Sls. Supvr.)
Email: saleservice@pariscorp.com","Westampton","08060","www.pariscorp.com","800 Highland Dr.","NJ","","2009-05-18 17:46:55","2009-05-18 17:48:26","(609) 261-4853","Fax","(800) 523-6454","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Paris Business Products"
397,"3704","attention :
3690 Highway M
Imperial, MO 63052
Fax: (636) 948-3152
Phone: (636) 942-3133
Website: www.barnhartindustries.com
Personnel
Program Contact
Anna Boehm (Pres.)","Imperial","63052","www.barnhartindustries.com","attention :
||3690 Highway M","MO","","2009-05-18 17:46:55","2009-05-18 17:48:26","(636) 948-3152","Fax","(636) 942-3133","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Barnhart Industries"
398,"3719","P.O. Box 6786
379 Campus Dr.
Somerset, NJ 08875
Fax: (908) 704-6571
Personnel
Program Contact
Todd Altoff (V.P.-Mktg.)
Phone: (732) 627-9977","Somerset","08875","","P.O. Box 6786
||379 Campus Dr.
||Personnel
||Program Contact
||Todd Altoff (V.P.-Mktg.)
||","NJ","","2009-05-18 17:46:55","2009-05-18 17:48:26","(908) 704-6571","Fax","(732) 627-9977","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Royal Consumer Information Products"
399,"3730","6049 Hi-Tek Ct.
Mason, OH 45040
Fax: (800) 293-8471
Personnel
Program Contact
Rich Oliva (V.P.-Sls.)
Toll Free: (800) 543-4464","Mason","45040","","6049 Hi-Tek Ct.
||Personnel
||Program Contact
||Rich Oliva (V.P.-Sls.)
||","OH","","2009-05-18 17:46:55","2009-05-18 17:48:26","(800) 293-8471","Fax","(800) 543-4464","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"C.M. Paula Company"
400,"3731","50 Minuteman Rd.
Andover, MA 01810-1008
Fax: (978) 684-1658
Toll Free: (877) 801-7082
Email: webmaster@enterasys.com
Website: www.enterasys.com
Personnel
Terry Hyland (Mktg. Mgr.)
Phone: (978) 684-1000
 
Program Contact
Vicky Ruthier (Adv. Mgr.)","Andover","01810-1008","www.enterasys.com","50 Minuteman Rd.","MA","webmaster@enterasys.com","2009-05-18 17:46:55","2009-05-18 17:48:26","(978) 684-1658","Fax","(877) 801-7082","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Enterasys Network"
401,"3699","1100 Brock McVey Dr.
Lexington, KY 40509
Fax: (859) 244-4100
Email: rhickman@brockmcvey.com
Website: www.brockmcvey.com
Personnel
Program Contact
Lee Kerr","Lexington","40509","www.brockmcvey.com","1100 Brock McVey Dr.","KY","rhickman@brockmcvey.com","2009-05-18 17:46:55","2009-05-18 17:48:26","(859) 244-4100","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Brock McVey Company"
402,"3732","661 W. Redondo Blvd.
Gardena, CA 90427
Fax: (310) 327-1999
Personnel
Program Contact
Frank Pierce (V.P.-Sls.)
Phone: (310) 327-9100 x4123","Gardena","90427","","661 W. Redondo Blvd.
||Personnel
||Program Contact
||Frank Pierce (V.P.-Sls.)
||","CA","","2009-05-18 17:46:55","2009-05-18 17:48:26","(310) 327-1999","Fax","(310) 327-9100 x4123","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Clarion Corp."
403,"3711","P.O. Box 1980
2200 US Hwy. 27S
Richmond, IN 47374
Fax: (765) 983-5294
Phone: (765) 983-5200
Toll Free: (800) 235-3362
Email: info@belden.com
Website: www.belden.com
Personnel
Ad Aid Contact
Frank Stone (Mktg. Comm. Mgr.)
Phone: (765) 983-5200
Toll Free: (800) 235-3362
Email: frank.stone@belden.com","Richmond","47374","www.belden.com","P.O. Box 1980
||2200 US Hwy. 27S","IN","info@belden.com","2009-05-18 17:46:55","2009-05-18 17:48:26","(765) 983-5294","Fax","(765) 983-5200","Phone","(800) 235-3362","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Belden"
404,"3733","120 Chubb Ave.
Lyndhurst, NJ 07071
Fax: (201) 460-2610
Phone: (201) 460-2000
Personnel
Program Contact
Fred Aclander (Sls. & Mktg.)","Lyndhurst","07071","","120 Chubb Ave.
||Personnel
||Program Contact
||Fred Aclander (Sls. & Mktg.)
||","NJ","","2009-05-18 17:46:56","2009-05-18 17:48:26","(201) 460-2610","Fax","(201) 460-2000","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Daewoo Electronics"
405,"3740","250 Crossways Park Dr.
Woodbury, NY 11797
Fax: (877) 329-4276
Website: www.harman.com
Personnel
Program Contact
Herman Sperling (Co-op Coord.)
Phone: (516) 496-3400 x6469
Email: hsperling@harman.com","Woodbury","11797","www.harman.com","250 Crossways Park Dr.","NY","","2009-05-18 17:46:56","2009-05-18 17:48:26","(877) 329-4276","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Harman Consumer Group"
406,"3708","23 Windham Blvd.
Aiken, SC 29805
Fax: (800) 643-2919
Website: www.carlisletire.com
Personnel
Program Contact
April Guillard","Aiken","29805","www.carlisletire.com","23 Windham Blvd.","SC","","2009-05-18 17:46:56","2009-05-18 17:48:26","(800) 643-2919","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carlisle Tire & Wheel Company"
407,"3712","P.O. Box 222
1481 W. Second St.
Washington, NC 27889
Phone: (252) 975-7390
Toll Free: (800) 868-9194
Fax: (252) 975-7309
Email: public_relations@caron.com
Website: www.caron.com","Washington","27889","www.caron.com","P.O. Box 222
||1481 W. Second St.","NC","public_relations@caron.com","2009-05-18 17:46:56","2009-05-18 17:48:26","(252) 975-7390","Phone","(800) 868-9194","Toll Free","(252) 975-7309","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Caron International"
408,"3723","300 Jubilee Dr.
Peabody, MA 01960
Fax: (978) 538-5199
Phone: (978) 538-5000
Website: www.bostonacoustics.com","Peabody","01960","www.bostonacoustics.com","300 Jubilee Dr.","MA","","2009-05-18 17:46:56","2009-05-18 17:48:26","(978) 538-5199","Fax","(978) 538-5000","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Boston Acoustics"
409,"3741","2001 Rexford Rd.
Charlotte, NC 28211
Fax: (704) 365-7276
Personnel
Program Contact
Michael Ferro (Adv.)
Phone: (704) 365-7300
Toll Free: (800) 628-4662
Phone: (704) 365-7293","Charlotte","28211","","2001 Rexford Rd.
||Personnel
||Program Contact
||Michael Ferro (Adv.)
||","NC","","2009-05-18 17:46:56","2009-05-18 17:48:26","(704) 365-7276","Fax","(704) 365-7300","Phone","(800) 628-4662","Toll Free","(704) 365-7293","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gold Bond Building Products"
410,"3713","650 Townsend St.
San Francisco, CA 94103-4908
Fax: (415) 701-6011
Personnel
Caroline McNiell (Adv. Mgr.)
Phone: (415) 701-6000","San Francisco","94103-4908","","650 Townsend St.
||Personnel
||Caroline McNiell (Adv. Mgr.)
||","CA","","2009-05-18 17:46:56","2009-05-18 17:48:26","(415) 701-6011","Fax","(415) 701-6000","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sega of America"
411,"3724","394 Garden Oaks Blvd.
Houston, TX 77018
Fax: (713) 692-7783
Personnel
Program Contact
Jeremy Kanko (Pres.)
Phone: (713) 692-9377
Toll Free: (888) 880-4790","Houston","77018","","394 Garden Oaks Blvd.
||Personnel
||Program Contact
||Jeremy Kanko (Pres.)
||","TX","","2009-05-18 17:46:56","2009-05-18 17:48:26","(713) 692-7783","Fax","(713) 692-9377","Phone","(888) 880-4790","Toll Free",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The Platform Group"
412,"3735","1221 Broadway, 3rd Fl.
Oakland, CA 94612
Fax: (510) 832-1463
Email: marketingcommunications@clorox.com
Website: www.clorox.com","Oakland","94612","www.clorox.com","","CA","marketingcommunications@clorox.com","2009-05-18 17:46:56","2009-05-18 17:48:26","(510) 832-1463","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Clorox Company"
413,"2852","310 E. Elmwood Ave.
Falconer, NY 14733
Fax: (800) 685-6412
Personnel
Program Contact
Caroleen Peterson (Mktg.)
Phone: (716) 661-1102
 
Elicia Carbon (Mktg. Asst.)","Falconer","14733","","310 E. Elmwood Ave.
||Personnel
||Program Contact
||Caroleen Peterson (Mktg.)
|| 
||Elicia Carbon (Mktg. Asst.)
||","NY","","2009-05-18 17:46:56","2009-05-18 17:48:26","(800) 685-6412","Fax","(716) 661-1102","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Truck-Lite Co, Inc."
414,"2878","555 Oaks Ln., Ste. 309
Pompano Beach, FL 33069
Fax: (954) 978-0541
Personnel
Program Contact
Evelyn Balan (Pres.)
Phone: (954) 978-3006","Pompano Beach","33069","","Personnel
||Program Contact
||Evelyn Balan (Pres.)
||","FL","","2009-05-18 17:46:56","2009-05-18 17:48:26","(954) 978-0541","Fax","(954) 978-3006","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ultimate Solutions, Inc."
415,"2831","2500 E. Kearney St.
Springfield, MO 65803-4912
Fax: (417) 865-9810
Personnel
Program Contact
Jill Carford (Devel. Mgr.)
Phone: (417) 873-5900","Springfield","65803-4912","","2500 E. Kearney St.
||Personnel
||Program Contact
||Jill Carford (Devel. Mgr.)
||","MO","","2009-05-18 17:46:56","2009-05-18 17:48:26","(417) 865-9810","Fax","(417) 873-5900","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tracker Marine"
416,"2868","P.O. Box 80
351 Executive Dr.
Wheaton, IL 60189
Fax: (630) 668-8905
Personnel
Program Contact
Anne Montgomery (Co-op Admin.)
Phone: (630) 668-8300 x274","Wheaton","60189","","P.O. Box 80
||351 Executive Dr.
||Personnel
||Program Contact
||Anne Montgomery (Co-op Admin.)
||","IL","","2009-05-18 17:46:56","2009-05-18 17:48:26","(630) 668-8905","Fax","(630) 668-8300 x274","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tyndale House Publishers"
417,"2833","P.O. Box 200
Traex Plaza
Dane, WI 53529
Fax: (608) 849-2580
Personnel
Program Contact
Tammy Blied (Mgr.-Mktg. Services)
Phone: (608) 849-2500","Dane","53529","","P.O. Box 200
||Traex Plaza
||Personnel
||Program Contact
||Tammy Blied (Mgr.-Mktg. Services)
||","WI","","2009-05-18 17:46:56","2009-05-18 17:48:26","(608) 849-2580","Fax","(608) 849-2500","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TRAEX"
418,"2844","825 Bradley Ave
London, ON N6E 3C2
Canada
Fax: (517) 694-7952
Website: www.trimbrite.com
Personnel
Program Contact
Lisa Smith (Coord.-Adv.)
Phone: (517) 694-3911
 
Sherri Clark (Admin.)","London","N6E 3C2","www.trimbrite.com","825 Bradley Ave
||Canada","ON","","2009-05-18 17:46:56","2009-05-18 17:48:26","(517) 694-7952","Fax",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Trimbrite Products"
419,"2855","615 Pierce St.
Somerset, NJ 08875-6739
Fax: (732) 805-9736
Personnel
Program Contact
Rich Illes (Mgr.-Mktg.)
Phone: (732) 805-1800 x231","Somerset","08875-6739","","615 Pierce St.
||Personnel
||Program Contact
||Rich Illes (Mgr.-Mktg.)
||","NJ","","2009-05-18 17:46:56","2009-05-18 17:48:26","(732) 805-9736","Fax","(732) 805-1800 x231","Phone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Truecraft Tools"
